a,b,c,d,e,f,g,h,i,j,k,l,label,m,n,o,p,q,r,s,t
-1332.72083053,12869.9950162,-813.311573067,-1346.28223781,-2990.04824532,5265.87289873,3406.10697943,-803.688786477,-4568.35457087,2573.31805993,1273.18039636,-1228.16510674,philosoraptor,-1324.45450398,-2381.53604659,1159.86211341,-1188.04674914,7001.04640505,279.15421279,-6032.82254331,1790.82568217
-19293.5517414,-11711.4554577,-8070.59305753,17445.8605689,2337.94021656,-3288.82152064,8127.63366719,-8250.95329928,60.044153341,368.616453375,-881.726389364,2933.68859415,advice_god,-1431.8004517,-2339.38567213,324.866100711,-397.327155984,28.9886219342,158.29745662,-341.12303081,904.353169771
36394.7651499,-3856.87798279,-2782.41062441,4639.58126371,8751.21138048,-335.292788491,1349.87100607,-5036.20075439,-1595.08016031,-3561.09818382,-1618.92889069,-4848.42327831,bad_joke_eel,8643.74475044,1242.39771483,-4950.98352068,-3965.54729919,-544.913362318,2506.32462855,-1477.71054757,1444.45162281
15207.4485437,1218.03215401,-13351.1778021,6923.09465344,-7857.20599221,-16977.6267117,1969.73812061,14055.4375296,5257.87293605,-1393.96958615,863.78883952,-4258.73474776,paranoid_parrot,-2781.71202145,2392.53506179,-564.387489536,-444.13479053,899.718338381,-149.517706493,-1686.97546132,2466.47567184
-303.711764408,14995.9629264,1326.17282193,-4528.01751226,-4497.0099244,-479.688072026,-804.813820211,-2956.71596875,148.906288326,158.959692722,-9288.99396102,-2569.26058115,confession_bear,70.3909265065,-6513.88239302,587.422572386,5027.93900502,-912.138316483,1222.45403925,-4466.60901391,2010.36535616
-18310.7013267,-12957.6516527,3143.96302213,-4042.82842657,-1240.28270946,1674.70622961,-2883.57554408,1473.90892866,-5260.67766655,-6239.69512437,-5745.53695646,357.963069925,first_day_on_the_internet_kid,-1734.57215543,7012.71329606,-1656.05898867,-4196.02624191,-755.459214239,-5697.85493395,-2089.30692922,-813.829288345
-2419.7618403,13154.1156651,-5734.38431563,-2551.30698279,-3747.44344318,1327.4886156,-4967.85121567,-2870.28298479,3564.28307555,2069.7912419,-3935.2355222,3235.01581373,good_guy_greg,1220.86109998,340.80422553,6258.78835848,1606.69893823,-3351.46570084,1094.80812732,-1869.50018403,-2770.00492697
5969.03326035,19834.2346961,4266.84906212,20.9326454921,-8066.98109315,976.663036617,5121.11246265,-6782.08049059,-11316.554746,3165.13877279,5655.32300088,-677.071241929,high_expectations_asian_father,-3362.45305923,1930.22189742,-2430.24481443,313.225529687,285.929973798,-575.727661158,6680.95664868,-669.290862153
17193.6920726,5175.90344096,-7546.68488611,2673.07885868,-4029.61363807,-1966.12572768,-8397.5415009,1080.42617838,4664.63918123,2562.80852585,-2735.61073091,-806.322739556,good_guy_greg,-1741.80754007,5280.69488186,3861.05499819,-1051.36704971,-6817.84914663,1612.44462382,881.113840582,6384.4463498
4651.22091009,18154.7814925,-1687.52329273,5321.38042537,-5672.77902046,1901.70460062,1808.80380085,-6499.1877123,-7426.28443245,4909.89569679,2654.57581982,-4082.60902318,high_expectations_asian_father,-3682.18503075,7734.22825758,-980.51300947,1421.03608988,-2046.34525788,-416.066596155,5052.27863141,980.37776445
-1918.41044864,11322.1667535,-45.3887498533,-1193.66121709,-3043.53676951,5846.60496786,3956.31157733,350.873303558,-5087.45504088,370.550565199,4346.7901669,-2121.29620031,philosoraptor,-2586.20901098,-2236.86938127,1494.55854005,651.815371559,4649.47796292,-1579.32976159,-3814.30598405,94.1807478851
-10568.4833744,-8634.99449558,-6.38074254849,-7568.36567495,-343.6616483,-1622.44071777,1421.23344947,1251.42179233,870.292040984,5632.01456658,451.074341498,610.755208848,overly_attached_girlfriend,-1140.71086837,4039.01650462,6418.14050452,-151.302171529,8184.91198878,4432.67500008,4467.11925411,-4169.75263971
2003.04509135,7848.6610804,-7442.30238244,4859.65575406,-7617.15378989,-9288.3109033,2373.17340261,5979.84642789,-284.734569299,-4260.40939004,3911.71002891,-150.272001235,paranoid_parrot,355.452892853,-24.8818086081,-277.860490514,313.307649741,-2279.61011731,-2652.14781668,1614.38665932,-3340.81701783
-1075.85879276,11709.6013365,5011.67833344,-1812.19809906,-3725.94266195,-1178.92957909,1929.40953193,-4710.08544923,-6155.50418922,874.91260874,1234.14590735,-426.362710283,high_expectations_asian_father,-7604.83752953,3890.91050285,-5747.01896806,5539.01550922,-2558.31538861,-1271.85230485,-1096.97529147,-912.070610753
31135.8781416,-3391.94268464,-1810.47832352,4135.23384088,9557.80150904,1552.66234717,1346.99271931,-3245.68147071,-4754.36492148,-5007.99810427,-778.812612815,-3142.12345297,bad_joke_eel,6513.84697462,712.77045643,-7472.25554501,-1022.75010121,-3833.82596341,3865.98208624,-3585.96992839,2687.29414939
-2121.87221242,10636.8461613,133.908257448,-2080.27762817,-4095.93748981,5570.44655177,4157.17833825,883.844188569,-6496.17406745,374.568394349,3349.04003805,-778.856412238,philosoraptor,-1302.12606178,-5005.76428535,1444.21249246,-1890.88934518,6585.47511064,-1293.12341485,-4372.41433993,-213.239777007
-9693.13399226,-4051.7887105,-670.936629767,3302.8651346,-8822.26353208,-4741.0359318,-7071.56923219,-1938.49514482,-3753.62826032,-2116.37093768,7982.01172778,7811.80632337,religion_pigeon,15695.809861,5656.19841708,-1637.63928042,11897.0757821,2045.52118595,-2670.61973909,-2633.08577216,422.435783615
-1914.76712429,12499.3251684,-62.2812915053,-2612.16569292,-4016.35270696,1082.72796254,-767.527492508,-969.722806286,-882.992270874,-6073.29619542,-7652.03495317,-3852.00744726,confession_bear,1253.09591993,-6395.50076773,1371.0032314,4637.61577033,-2827.68838923,3436.85958045,-2114.39819756,6311.66622562
-14882.4232965,-6774.13269899,-4216.65761282,4314.40078985,-1825.78610352,3686.59700121,570.21530312,713.684919083,1189.42806141,468.227405822,-813.642461685,-1162.34302249,overly_attached_girlfriend,1843.41461837,2628.98437826,1230.53473773,1390.49547573,6856.74920714,7044.02470256,8245.31322533,-896.848952641
-11267.4469225,1370.94924042,-3366.33145634,-9635.12755421,9417.23979452,-9365.27201988,-7886.84419919,-8217.19267064,4300.79841364,-4587.16608919,10597.9789661,-5219.31468587,sheltered_college_freshman,-3281.23693434,-1090.90219864,4064.71844321,-2159.74340344,1351.53021775,1234.91931377,-1416.94739566,1062.38192001
-17931.5502257,-12060.5518674,2713.94102403,-4275.52952118,-1375.27739413,1673.13903624,-3196.74553072,979.350311174,-4928.15014184,-6188.6255633,-8796.47311698,-36.8164338911,first_day_on_the_internet_kid,-739.54197968,7420.92548541,-1816.89326625,-5217.12556057,818.642363765,-5510.79569624,-2008.57473669,-456.633214995
-19465.0856584,-11251.7454288,-7535.38431332,15508.7103743,1243.41515672,-1705.11801859,7466.69155973,-7159.45256545,1783.75724846,2971.35727208,-750.730038882,3602.67828422,advice_god,-2647.13222512,-2021.50126906,-710.078356037,-282.450719099,-2342.6599348,-627.68149889,-1342.47003356,1779.57360969
-14852.6995045,-1610.67329134,-5167.07087835,-4248.73279207,10748.4416779,4931.35564141,4625.69185612,7180.36343037,-1652.23446972,10195.6694161,857.072355393,-4559.96993685,college_liberal,4590.82849921,1286.70975385,2595.46849662,1342.62940981,-4698.63816498,-2450.50513262,-943.349605263,717.339987928
23903.4451142,-1593.65248008,1863.38740947,-369.253002954,2522.57160891,-3874.98730671,1581.33086391,-2378.69445767,-2955.07197045,4595.31980342,-62.442157291,-1376.03689784,bad_joke_eel,3866.39784832,-819.616307276,-8259.00643524,-6265.707777,2940.26791783,-2206.00178729,-2303.50838675,-1329.34672068
-2104.57109713,12006.7396575,-284.499217078,-1753.24207654,-3482.01676907,6096.27337678,3793.94418851,445.564619004,-6354.53642911,1446.3073969,2095.44759833,475.977303197,philosoraptor,-1858.65257123,-4385.24532761,1118.4331434,-1018.87218374,8249.62349824,559.280268587,-5139.771153,2227.16179191
620.112005028,11858.1463201,-5904.13391231,-3487.87912791,-3713.63008915,1455.60634995,3.88864452055,-319.484736019,-1304.95701987,-2622.85160815,-2299.0215892,8461.58270092,good_guy_greg,7412.73616544,-1604.01379661,5833.02833839,-8674.6417232,-4629.20386308,5217.14484126,-86.3702043065,1257.75634338
-6992.26207562,811.334002516,-257.92763527,-3368.56665437,-1587.32785553,-4093.72946148,-6663.88486434,-4675.11533113,-4061.82378431,-7598.66325758,3014.36092418,-282.896354372,sheltered_college_freshman,456.197157319,-2405.58614515,857.447519929,-5146.11779676,-2922.29178334,-9270.85302004,226.036860156,961.92647388
-8.86778599309,11451.0684186,-9991.4393562,4214.65097416,-7736.28113005,-9935.19207428,2987.18768794,5719.97095916,-2268.48185452,-534.794799868,-1470.87547863,400.880243325,paranoid_parrot,1174.06738008,-3114.84274097,-2145.68453842,-1253.15158712,2614.72550017,-1622.50790654,-1466.03484708,-4742.17593571
17765.8845976,4218.26021623,-6931.84718791,2207.55071404,-5145.42143926,-855.040621245,-7181.46660959,2801.87403448,222.001781911,248.176743906,-5058.15343136,93.861619326,good_guy_greg,978.037838905,2615.43233462,3546.76191714,-2916.35531827,-3904.08883225,4063.72133554,1903.20978144,7188.42258373
20339.3091156,-17756.5267047,9977.9232346,-13278.5579629,-7428.85377899,941.014607632,16515.488428,-1493.43991712,3451.28367175,-6230.90806893,2275.96078225,1512.46022849,sudden_clarity_clarence,385.730551771,-1445.37141379,7091.34131291,2283.05626056,-688.488033561,-1101.62046971,2766.48153626,-1013.14124987
-2450.69960022,12409.4410405,36.8995829399,-1925.6378579,-4452.2925416,1521.03402556,-2431.32395284,-1526.97375511,-1521.71179036,-5564.79240476,-7331.96240111,-5343.89147898,confession_bear,325.88511142,-8181.38787351,2485.19100016,6170.92197123,-2116.04251447,1236.29909394,378.450306017,2989.20119083
-19636.0391857,-12519.3270401,-8266.21876164,17617.5563944,1338.79246973,-3115.69396175,8962.71885137,-10126.1292357,1756.42194497,1156.9672238,-1585.23994826,2874.79901524,advice_god,-2546.29947295,-2357.00113206,1396.22804013,-1.50293611209,-1088.92767123,-1299.8847362,241.100948032,21.466224669
-4880.18888984,9899.79016136,-894.156177812,-212.119888851,-1324.90987911,5011.04216043,1159.59883384,1998.21320777,-1965.36655344,848.248095566,2296.56008775,-1302.47500647,philosoraptor,-4738.07519524,-523.473559822,-105.746967602,3688.34324145,-1495.12129709,307.43779542,-4754.2960633,3883.24869234
-18539.4047214,-11962.5696767,-49.0096655772,-1300.10706389,400.163444768,3462.90004918,-1809.32377324,4568.44423527,-3518.51832286,-1330.68411682,1665.75085186,75.2912845474,minor_mistake_marvin,-2547.82024441,-1152.78463782,-5565.630313,2089.41179678,1304.77849578,6347.4980762,7608.86065021,1008.88346595
-5152.77157293,6487.66307213,27098.4816447,12168.6016775,1169.04344965,306.49141659,-536.300563905,5512.35985841,2522.91577901,-3589.75662971,2104.53385864,-1860.32465235,socially_awkward_penguin,1036.53727124,-1944.39945636,1955.61063578,-3019.67883389,216.541054744,1299.84018088,206.325072552,-182.454394103
-2703.28319494,10735.4363754,163.909905721,-1542.13940299,-3965.41705275,6574.25212765,3640.9872705,1375.67871475,-7623.66600207,1116.48992925,3390.97789742,216.436861846,philosoraptor,-2352.74508992,-5709.71890592,1275.34370565,-1023.07768789,7346.94865339,-262.688509139,-4641.12945083,951.857258889
-14363.1232967,-5079.34139976,-46.2455391252,-7651.56617653,4986.74918438,-4234.32056277,-1324.24059841,-94.9901879897,128.074559723,1341.34293488,4852.13295525,1858.41431061,sheltered_college_freshman,-202.921096884,-2834.28223836,-1750.6576516,-1003.73730571,1947.55966803,2657.25889535,-2971.76951667,899.920026936
-19202.4265481,-13893.4413094,1607.65644026,-2743.9064437,1473.37175997,1876.20199265,-4300.22921927,383.247904375,-1579.88809281,-4010.61458996,-3385.87702327,-4172.35924787,first_day_on_the_internet_kid,218.405866251,6644.41857773,2437.20379796,-4310.38617737,4245.3924834,1596.80229709,-2304.9384972,-3014.1848879
-14858.5093146,-1884.13328328,-4875.01439394,-4479.32986971,10790.8505516,4588.89874828,5333.50522943,7226.70988238,-2456.70516721,8679.57376335,1667.10600646,-4129.22827143,college_liberal,5169.39215687,272.239232894,2664.10098531,1225.18263154,-3524.64343491,-1897.70932954,-213.457961408,286.684309559
-18584.4883116,-13325.8980796,3070.40867983,-4693.12934307,-1838.53996657,2464.53451763,-3764.15685676,1378.57398063,-5381.55309898,-5842.63329955,-7863.62793253,510.573722099,first_day_on_the_internet_kid,-1381.37727534,5984.93927795,-1509.07677518,-4537.5697445,1750.90265572,-4953.4871912,-1637.86624319,-824.160038942
-18446.540903,-13647.5986142,3144.28288268,-4776.10899119,-2161.02548231,2612.30939669,-2610.39986249,2116.56160049,-5757.67401765,-7235.37569558,-7241.65291803,1563.65720828,first_day_on_the_internet_kid,-1596.7417427,5921.43988969,-1709.84877187,-4708.90819938,426.466545723,-4300.19167056,-2136.66783026,721.911977206
1016.60579806,14601.8202548,-7350.95475968,342.860540937,-6771.14614631,1487.60083895,-6006.36747589,-2942.1086466,2637.12580337,837.611324913,-4278.2114127,3059.40170032,good_guy_greg,3485.91348681,2435.69210694,8236.5782112,-2951.47710702,-7256.39923947,3117.76999835,-345.657561085,-3522.60065165
-11325.4052077,1498.62141834,-3407.19714985,-9641.65563202,9481.39510338,-9333.20493916,-7793.89961514,-8250.50285713,4382.65342301,-4495.13473343,10361.0473784,-5409.16207347,sheltered_college_freshman,-3523.50456115,-875.442527749,4425.15431022,-2047.94998711,971.181718401,888.843423953,-1492.25000377,1118.22169536
-2110.48667909,12312.9346492,32213.0154738,14903.3743013,2269.41086671,-2170.0062192,-1683.2655322,6987.59935579,4660.55333523,-600.078155641,41.1441111818,-1134.91140345,socially_awkward_penguin,3028.8558331,-509.442383805,2059.92574834,-1880.49907916,-527.530083217,1546.31818384,-2418.22646747,1627.53723532
-2591.08030375,15454.1473883,2435.2035668,-8210.71151687,13148.6365002,-9044.61899566,4843.65608823,591.416600934,5037.60179913,-1378.66960094,-4248.86815819,8759.19613056,bad_luck_brian,1322.75409368,2206.40969715,-6141.91438631,722.14806094,-116.755830244,962.594726638,1646.2323365,3189.58987509
10010.1240927,-1220.01011441,-1308.81367599,4707.2048031,-4629.1246287,-646.236490292,-5394.83524696,-2641.40418447,2829.13677758,1624.16874835,-4116.06312067,-2464.74809799,lazy_college_senior,7276.90610809,-2141.75886013,6408.81466394,-5996.32873835,4143.00063135,-1249.72307608,12783.2829379,1537.34474043
-10949.8835442,1296.66048851,-3175.19687849,-9309.780174,8995.13640682,-8484.20255549,-7526.48459122,-7181.71005,4059.03644318,-3880.56000674,8775.47583826,-4704.68703165,sheltered_college_freshman,-1833.11580374,-642.858112826,3055.16808573,-1113.21584889,755.715589966,198.785345936,-237.997900927,644.013287335
-10141.7838815,-4656.52759896,-1418.09857488,2900.22927534,-8749.09772135,-4692.95597752,-6400.83625521,-1460.4506788,-4268.13468223,-1899.2120649,8357.95553825,7208.8873471,religion_pigeon,15642.4211094,5718.67397352,-1063.340033,11893.5941719,1928.09870967,-4080.47594433,-2347.99041484,721.367746201
-20183.9472196,-12948.0570606,-8334.50131835,17810.9990331,1724.25522838,-2142.29390218,7977.37268517,-8524.96382846,56.6451448635,314.53679003,-660.654250456,3818.25708003,advice_god,-3413.71558341,-3372.61491567,475.039386611,-545.20876782,-1225.13115131,348.046426546,-1253.77016602,2024.72619807
15543.0623511,-17456.6926646,9285.80395755,-10690.6616422,-3736.23773574,648.355678486,14552.382492,-1244.4239876,1144.31586402,-4409.24101883,2216.24634072,2433.49663938,sudden_clarity_clarence,649.480409241,310.869961929,1264.60625682,-453.479375313,599.672929063,339.410607945,-1285.11164999,4380.57184362
6902.30939063,21989.4495804,2914.28798132,742.780562716,-4944.92420117,-286.048165566,6005.68859304,-7913.28107079,-9915.85708731,4346.70921857,4750.41799681,-3399.51464567,high_expectations_asian_father,-2879.09507993,6444.47687256,-3070.45310465,-274.582014912,-418.51314007,-73.8779875625,5070.85778466,-2965.62700949
933.922648612,-13977.2519091,1445.1517282,-2694.67590171,-5862.29135677,-889.506459992,-7964.9015283,1557.15708155,1637.64777183,5564.81764526,3767.13856431,3793.06097375,evil_toddler,-2988.66585418,-4051.56564619,-4395.95777657,-490.334818173,-6270.49620091,615.308202708,-1751.74266893,-2807.60241552
-2808.92129675,11735.1483017,-277.456836421,-1210.96726348,-3335.71845828,6398.69855744,2489.91385933,892.163083596,-7117.95766943,2808.56263294,2266.87358877,-1056.20750285,philosoraptor,-2321.48421573,-5477.50784,816.373039697,-45.750163,8488.95125922,-584.798801061,-3994.04969926,140.995396898
287.924572708,11804.212092,-5303.69724753,-2752.23315401,-5481.86619132,1539.94952353,-1173.62839205,-1390.07674452,-1039.47115156,-353.334799611,-1354.3409042,5276.94122758,good_guy_greg,5479.48393808,-2681.12136992,7120.48657612,-6119.45025263,-3742.88146164,1306.50942466,2719.90188764,-5906.0988825
-133.012258781,11564.0779865,-10234.4895451,4430.24800775,-7707.43441182,-9403.11892644,3664.56775493,4916.79059025,-1107.75770691,-2274.59799771,702.479808542,-896.033475006,paranoid_parrot,777.69086762,-3021.90833404,522.002303033,727.86458071,2518.54875749,-4484.60558816,2648.32082122,-7726.01240475
18429.5418147,-19850.0169341,9979.53732507,-11882.1489704,-4004.22789948,1069.43778125,13357.1780738,-47.4242247289,2501.37345229,-6563.27053216,3948.16926838,419.461938071,sudden_clarity_clarence,-1215.73894515,-855.434647305,3910.20081981,1510.61002707,-2153.03161437,-1930.89025577,2664.02926335,-762.082006122
939.983877175,14469.2667863,-6434.58823554,-648.199048048,-7518.26358712,1913.58736691,-4247.21093092,-2476.35964055,2359.14259892,307.175709538,-2652.10174675,4214.05719332,good_guy_greg,3812.39673355,1757.81629161,9286.12863383,-3013.26132851,-5963.73038729,1630.14612792,1008.41037962,-3726.07981619
-4039.8495633,10742.7002085,236.454060711,-2931.32001385,-3847.87638831,285.381506041,-2031.00289051,-1763.04815796,-71.2789457756,-5420.02581803,-7631.61585262,-5821.54205411,confession_bear,-1248.52297039,-7324.89493861,2002.5625779,7646.81929692,-2087.849486,327.149903554,-953.576613995,575.515161217
-17951.2906208,-10248.80302,-1094.03579167,-896.536240965,1083.27867449,3290.97565123,-2311.13932657,4127.14880458,-3042.30637761,-1070.06151453,693.525848053,-1232.92154257,minor_mistake_marvin,-1674.73153534,-1255.6609283,-5263.40116069,1819.35345859,599.628617392,5966.99056794,8332.99901501,1015.36878638
-11325.5392643,2031.66454931,-3596.03876458,-9308.16574209,9587.96800674,-9491.89128245,-8329.23978744,-8575.19785189,4668.15261716,-2596.94702149,9560.43051508,-5851.89452807,sheltered_college_freshman,-3851.13542488,37.2265240178,3409.35502492,-2082.7710486,1442.19945584,1525.84421281,-2323.80887365,1104.90758565
-14772.1589919,-2344.10726189,-4839.98540825,-4751.62999191,10764.6267381,4334.10119796,4183.63616694,6884.04803321,-2851.75897505,8826.92522036,477.994508228,-4209.29954324,college_liberal,5326.33377348,-169.375682449,2038.03754824,343.187566006,-2858.26028338,-1597.57036877,-919.999875072,-79.059095062
-10617.5296222,-5153.31931731,-712.849450823,2589.18950641,-9700.22745843,-4096.02730639,-7569.91660182,-1017.11980003,-3675.20125398,-1517.46213314,8092.36396733,8591.77334454,religion_pigeon,15412.993243,5177.49354102,-1334.86769978,11439.8340795,1181.10563346,-2948.93151875,-3571.43320328,3188.4359495
15613.7247661,-13947.466922,4274.7877023,-4299.85254847,-8165.65684734,-3035.47373586,-8131.11909638,-6790.41082886,6692.97801953,15613.3168337,-7288.99579121,-831.799621419,lazy_college_senior,3561.71663673,-5569.9619551,460.402320857,-1596.31325034,6074.59471021,-5807.26342513,3221.68905774,6758.55393504
-1237.23560188,11953.7682444,-8449.24816978,-578.161680606,-6122.73880183,15880.6754881,1928.92550442,568.190331483,15593.3851487,-4768.3434235,5452.35923279,-1078.31114702,business_cat,-294.315864588,2571.44899944,-4240.25593663,-23.9613720408,-1703.60226315,-4938.33507658,85.1814635209,-395.905632925
-14722.8512271,-1592.71633877,-5144.50723692,-4100.96322874,10851.2137231,4778.38490822,4382.17385958,7228.87996095,-2257.19965502,9669.6233134,613.11580204,-4840.9327664,college_liberal,4722.28497232,1090.62225668,2487.32045056,1475.01828445,-4441.86144958,-2167.66019384,-1199.65620229,-452.388059006
-6025.31428857,9217.64632387,-9857.34013021,2390.01377688,-643.549057251,17742.6710187,3059.09620525,2599.73819473,16572.6071699,-4657.5156617,5581.44487899,268.326112839,business_cat,961.723113544,5787.15713656,-6796.09712886,11.633055141,1219.2323661,59.1952923003,-3729.79289685,2274.34109786
-2652.34723929,10849.4187493,-129.60621043,-1194.0267908,-1692.6268891,5733.47266502,4673.35006196,699.162682192,-5324.17797746,640.731339645,4233.54361853,-640.499274724,philosoraptor,-1900.70254439,-3646.3893522,781.051046438,-1009.40658624,5959.81043835,-2280.77033892,-2981.64923277,-123.758892511
-9461.24033669,-2984.86145898,-2591.01223418,3269.73999432,-8539.10303944,-4431.65530328,-6895.53364775,-3221.42510751,-3978.85267274,-1742.25743763,7481.62113508,6206.92794335,religion_pigeon,15988.8870621,5966.88282875,-20.7642538447,10497.7010851,3892.09998173,-3247.23101965,-1609.74578194,-72.4515354253
13907.9985723,-1682.63215299,-12474.7378079,6480.65240138,-5094.59116133,-12652.4725297,-844.288927396,17106.4821975,-1401.00573728,-2431.57722094,1135.92472097,-2745.19378841,paranoid_parrot,-3197.43281066,55.4873835295,-821.518350163,-226.786379151,968.078255307,-2137.6656722,604.901807422,3072.3178208
21891.5063426,-19304.1949347,9459.79944137,-13390.3735315,-7762.90186615,358.980930698,16950.5492445,-1248.34154665,3913.14016812,-5617.89701468,1653.38189909,657.272232922,sudden_clarity_clarence,2098.03629215,-940.917027311,6265.21888009,1133.35187872,-805.93103448,2172.42493001,713.848598865,982.817648267
32268.0106984,-3728.58781944,-3213.88187419,4419.78711347,8837.80706189,543.666319645,-1626.1272165,-5311.58168369,-3892.17275369,-5684.08585231,-2304.47140325,-5602.31637677,bad_joke_eel,7390.17097139,-2408.23510627,-4022.8714965,-1796.80532467,-547.528324993,1074.40006943,974.053793738,-1412.49007431
-14796.8263248,-2258.67712976,-5124.67668095,-4342.81370848,10836.8798519,5119.56208941,4191.8550114,6976.16905947,-2633.78710638,7400.86990781,1232.63599103,-5171.95941887,college_liberal,5100.11438925,-575.865354955,3155.62794145,1229.64784276,-2500.6106144,-3656.58091763,1593.51077991,-1704.30078596
-17834.0639781,-10514.3445404,-609.578650502,2474.78736097,-1943.05140728,2443.13583665,-3824.82357181,1477.62578652,-2280.17039156,-3708.07476379,-1527.808942,-3319.15936914,minor_mistake_marvin,-1039.70887476,637.194787932,-5309.56551845,5011.23372254,-1758.25722178,7631.80629296,2769.32578098,740.597174786
20471.1315576,-898.157008037,2601.73305605,-1384.84997561,1652.42779479,-3780.58534285,4023.09648061,-2103.02387115,-3827.35233402,3144.08657874,1358.88059928,-342.308473152,bad_joke_eel,4428.35162316,-1686.45343085,-7016.35111998,-7433.54262683,2248.47340025,-2368.55894735,-620.490665916,-81.1510392142
-14612.0569318,-7453.31102405,316.02690349,-105.962478904,-3038.42325359,-1147.47154561,-1687.54524854,956.26119569,251.364410805,-496.070812724,555.053870609,-454.877184688,overly_attached_girlfriend,729.294353485,600.797454291,5042.89683187,1191.33975339,5484.00515152,7147.81950457,2086.99893446,-941.535417912
-7734.62037534,4336.5706154,26197.8511246,8959.38869177,2643.36954413,-3047.45310292,799.595951759,6038.69979965,2737.17698841,1319.41601249,451.366574512,1571.16141562,socially_awkward_penguin,-480.856156466,-2261.44327514,-1460.86198586,1104.86971418,1616.098017,-1679.73772596,-1924.60233219,-2272.2484347
-2208.92848368,-16241.0476636,10005.5909145,-3853.93535828,-8415.25704669,-1480.22506514,8264.34461562,866.904339128,-3189.80168194,-2026.93328051,4243.33283587,-90.0419709942,overly_attached_girlfriend,2495.585942,5433.99570597,-6056.8778642,-1606.60084584,2796.82431573,1889.93667873,6114.14100524,3124.02891267
26004.5877228,6093.75716969,-4250.68676468,7017.25317873,2936.40707833,-41.9754463784,-1312.28574003,1545.12030965,3537.5997349,4043.85613152,6562.49610449,6540.06224833,unpopular_opinion_puffin,-483.527783963,6369.89342995,2127.17006007,-4597.48330443,491.932953961,-1575.52853561,1236.62603968,12273.1496753
6363.27683375,20024.5594529,4391.00633165,-1487.38892604,-7668.52960092,872.95343545,6120.55450162,-7312.22575123,-9391.53941514,3492.28912572,3741.16314496,242.443169908,high_expectations_asian_father,-2425.03713058,3996.11748481,-2454.86377653,-852.419452057,2142.65250064,657.49295084,4787.44173846,1913.44165617
-2620.35565618,15214.37329,2741.68592033,-8452.20309639,12768.9087376,-8886.33009873,5381.28663777,521.733885846,5803.49814768,-648.73033497,-5082.90346931,8894.90484968,bad_luck_brian,686.68314393,2715.72939373,-5328.34113909,440.292111749,-1063.74851993,473.321821287,1636.87474129,2739.80356619
-15229.3342179,-2431.02167221,-4349.60450022,-3625.14429822,9730.68166704,4998.7345988,3403.78165298,7625.53954872,-3158.54225781,7746.45216561,977.245303575,-4167.2246903,college_liberal,3758.23465411,-454.168455376,1927.4142282,1184.57332127,-3392.3975429,-2175.24422585,-858.726279697,649.536204593
1356.54899112,10760.8468335,-9253.24471714,4076.60779419,-7758.55887963,-9977.94582557,2294.51298104,4716.1121426,-1768.18594753,-2898.29928769,-195.042506345,-1942.15530704,paranoid_parrot,1334.17601837,-1865.84866824,647.850296827,695.624370987,1952.69668933,-3313.77733182,3118.00216743,-9650.98347038
-19445.8225361,-11916.9778642,-8069.38577221,16430.5281057,1797.22512101,-2665.35534494,8244.21839978,-8677.2978917,750.31300474,1629.37217512,-1229.95702554,3433.09027546,advice_god,-1911.92122659,-3747.02639345,368.011682325,-795.463684853,-243.74483424,83.3807660564,-220.715854455,1398.44267209
-4184.25223785,7550.68644716,29704.8835257,13735.056658,667.684685269,-1050.99933807,-1650.31082574,5451.00046428,2147.40097833,495.868344681,1976.25444527,-946.483888267,socially_awkward_penguin,2144.32497684,-1041.7243223,2502.68083355,-1206.99206494,-188.646139625,634.443921595,-27.1526700566,-891.01148851
-14994.3902858,-1912.85433169,-4908.5619436,-4649.94907303,10633.6231805,4565.92534981,5386.52775484,6937.13970832,-2200.26607324,8829.56160155,1973.20728701,-5030.77162743,college_liberal,4949.83623734,-173.78442807,3001.84069363,1134.8578073,-3166.28211616,-3139.11236962,627.494579937,-1117.48424145
-4952.49366241,8148.37231776,28871.8269375,13675.4518633,1594.69566458,-851.246864594,-1745.43761059,5542.60094361,3180.24409824,-742.873671801,1484.13511734,-1228.49754898,socially_awkward_penguin,1365.50291807,-209.162452409,1489.92201296,-2002.04589342,-256.405524825,1709.10193766,-2418.0810539,1781.02679391
-9446.04528304,-2929.0489512,-965.468613158,3571.09813209,-9034.40848962,-5221.88519483,-7100.27120024,-1829.80944315,-3877.53258825,-385.538250971,8039.58234715,7635.90259248,religion_pigeon,17146.2965731,5336.97650493,-1015.00783161,11823.8179158,2585.69778384,-2824.24354719,-3856.64291589,1698.11247868
28288.4020616,-8243.05269152,2158.41822131,-2998.27935917,-2470.08694095,1523.33224179,-1773.78410492,-3369.84139554,2984.16880808,11624.8923544,33.1144301488,2586.33129049,unpopular_opinion_puffin,-1676.99591651,-1151.67415793,-1928.47973289,-1741.48368928,2461.81957788,5645.81313654,-5477.32928027,-4589.06844852
13858.3446782,1164.18150225,-13312.9828758,5061.89422326,-5537.68030877,-14193.5966894,5324.83764939,15659.1288561,-401.815041441,-2965.53602957,-1045.53763664,-700.636296699,paranoid_parrot,-2473.16992623,704.55659836,-2226.19886509,-2085.58040163,-495.983902316,1795.57748012,-2494.53550204,5206.91322943
