a,b,c,d,e,f,g,h,i,j,k,label
-2463.6116065,14454.6222856,4599.13516223,-9506.57908525,9828.70284924,-9281.24321452,5562.15443557,-1068.35163568,5959.54362027,2285.29803044,-5343.9946117,bad_luck_brian
27564.9709763,-4595.91699881,-5537.29261991,6623.1215787,10303.5386022,8688.6927702,-8008.95204672,5023.34817473,-6763.78885464,-5099.35573553,426.916667456,unpopular_opinion_puffin
-18094.3356699,-12483.0623284,2721.47580307,-4326.58242423,-865.947861138,1226.26901981,-2688.25465317,1126.86825896,-5553.75335103,-6635.60266012,-7579.6963812,first_day_on_the_internet_kid
21211.7679093,-18442.5181166,10089.3797639,-13501.2095568,-7167.03647872,-496.756000083,15652.4102718,-2042.7584328,3439.61094541,-5285.58069031,2025.94488052,sudden_clarity_clarence
6219.46449066,20970.7639963,3048.78204365,1468.14287261,-6300.88194753,-1592.90807049,3908.94756972,-8277.67867971,-8280.53760583,3363.69533578,5371.754562,high_expectations_asian_father
-3647.81638405,11227.1099232,-2520.24161415,-3.16271170317,-3169.18483049,1151.32230485,-3654.83082105,-1662.15620999,1485.7925995,-4016.15218864,-5801.29478916,confession_bear
-10976.3356317,1747.20872482,-3264.77805609,-8978.09282093,9310.29176889,-8697.63966094,-7089.66696743,-7113.53139416,3485.55657395,-5647.69904025,9292.02499741,sheltered_college_freshman
-5995.81331903,8848.78028589,875.615726909,-3700.69047225,-2654.14319168,253.847430626,-5119.86501163,-1460.78551116,770.862371183,749.080203596,-9531.82368655,confession_bear
10742.9153049,-16772.4331436,4944.54731214,-3387.44281701,-6513.75615638,-546.496672248,-8638.94112467,-1839.78253678,1976.53924828,13873.0784108,-3288.46048812,lazy_college_senior
1230.66727806,15923.7180953,3542.13142763,-1200.44518778,-3966.99436334,2260.17000061,-681.063746935,-5576.65222591,-7380.02217701,6968.66311094,2377.97031438,high_expectations_asian_father
30505.9093729,-2962.84746452,-5143.91179987,4910.52605468,9324.11897996,6520.1667924,-3842.37083365,3440.35689596,-4370.53821366,-1215.00520477,-212.078425915,unpopular_opinion_puffin
16145.8682681,456.536316719,-14615.8984009,6525.20020769,-5964.82564153,-16560.2048627,3514.62451194,17095.1058947,-657.912768507,-2642.63376348,189.530381397,paranoid_parrot
10672.6461813,18081.1264915,7084.72216313,-2036.70155224,-4486.88856073,-3076.02111316,-695.889365543,-4675.55155391,1501.37155132,5272.56724364,3346.65039326,bad_luck_brian
-18739.3941724,-9112.85587122,-9384.37039443,18978.4199725,2506.38775682,-3174.96569296,10844.6899985,-10635.5008238,3546.47691063,2766.76221485,-2411.20330678,advice_god
-3365.59994259,13182.7736842,3160.85104771,-8697.66924139,12674.2637114,-6743.38988126,4029.82646143,1360.28114736,3760.45943248,-2749.92083769,-4670.07839151,bad_luck_brian
-18255.4408928,-11238.3934641,-599.818515373,-1489.9148438,45.0840785511,3063.34805836,-2150.53047614,3865.91367001,-1744.32915926,-494.935020419,1645.88978623,minor_mistake_marvin
-12260.3054339,-35.3951707061,-2518.40245077,-8961.21233792,8709.47785583,-6976.61766581,-7280.1239132,-4997.79815905,1324.78467048,-4923.93532356,9709.75271474,sheltered_college_freshman
-18783.1758512,-12616.8159653,451.948768403,-1600.55876331,-447.984527231,3692.94777813,-2368.41236627,4722.40373415,-3103.02053047,-1493.21880897,2618.30993152,minor_mistake_marvin
-2190.93356625,15275.6193589,4493.89827902,-9248.69722582,9080.05163925,-8199.60926113,3468.92665884,-904.977029781,6488.20618058,3884.75060865,-5770.70214909,bad_luck_brian
15821.425052,-12815.7525747,5594.82031641,-5935.97419782,-8018.92585971,-3486.53028848,-7377.59199873,-6787.24988515,6302.33605508,15181.650814,-7289.16962252,lazy_college_senior
-4171.33079065,8193.47691747,27742.2208971,13256.3792471,1685.24609071,-662.482324053,-1743.44624053,4993.32931337,2295.63476406,-313.919015938,646.827037212,socially_awkward_penguin
210.129159848,12507.2799998,-6014.77133121,-987.851677712,-4354.28794456,2125.91789182,-3173.20734324,-608.092365396,-2362.51650368,-417.063845634,-3326.37283626,good_guy_greg
7830.50640136,20722.0204052,2724.74033121,1308.03928616,-7144.60883211,886.268839088,4125.26733074,-7780.70402773,-7173.74593888,3358.09282325,5157.99335859,high_expectations_asian_father
-9151.89393589,-2317.6878322,-3004.87549648,2784.86352904,-8556.16180657,-4193.70021113,-7503.79744365,-4142.29431955,-2813.10089818,-373.983076434,6277.71429297,religion_pigeon
-10444.9894817,-4123.0601134,-4243.72344149,-3999.20524104,646.034664348,-3452.8068495,-1659.78647918,-83.1779786655,4314.99371233,8645.33697385,-1894.80874044,overly_attached_girlfriend
-14197.2758325,-3574.20170945,-2116.58889513,1727.7780441,-1126.9330216,1656.64382249,-941.625909596,1495.58814754,4348.03279799,-135.43619843,2136.61297752,overly_attached_girlfriend
-18446.0857958,-13128.0394374,2889.06901349,-4476.19344639,-1662.55973383,2016.69497389,-2977.70206877,1251.35316074,-5982.78006276,-7013.51239428,-7558.72701663,first_day_on_the_internet_kid
32244.6159029,-4672.81491103,-1454.60322563,3589.29389284,6307.74970821,124.220075307,-1532.70919495,-5530.61163319,-2052.7410545,-1981.12852943,-1420.86698367,bad_joke_eel
-3993.76325957,7880.43451408,-7383.41843839,342.678511037,-6098.59120029,16318.3801299,20.6767675167,1832.07061123,13710.1937284,-6930.15231799,6457.91085631,business_cat
