a,b,c,d,e,f,g,h,i,j,k,l,label,m,n,o,p,q
-2110.49335968,12312.931961,32212.911861,14902.5918092,2269.22849388,-2171.35218389,-1686.18542543,6991.57774382,4665.66058732,-591.22080769,119.677272731,-1160.16838058,socially_awkward_penguin,3005.20598025,-513.805706898,2109.70802276,-1802.95987785,-1168.1591186
-2591.08117177,15454.1807466,2435.279463,-8210.39324948,13149.7776325,-9042.41354864,4842.98534066,575.485665125,5032.27229962,-1394.66053754,-4248.66225686,8767.7040759,bad_luck_brian,1522.76281414,2217.6419077,-6122.76132476,588.826532433,-200.668269717
10010.1376106,-1219.96913627,-1307.69852699,4712.18496277,-4619.66622891,-635.353200732,-5369.32067018,-2695.78744215,2817.06269819,1549.05405715,-4028.86002932,-2533.72309467,lazy_college_senior,7275.82191191,-2222.78805823,6264.80892821,-6434.73655018,5668.90123778
-10949.8870128,1296.67712321,-3174.81429131,-9310.59270385,8995.32119961,-8485.84096269,-7545.04197308,-7168.1220829,4058.25349214,-3869.02862403,8733.45455385,-4689.62083927,sheltered_college_freshman,-2027.68020691,-605.938323957,2982.40308227,-1048.77260313,525.10409352
-10141.7866174,-4656.53535901,-1418.14011621,2899.78502525,-8748.63652683,-4693.46363624,-6402.94330849,-1451.1868979,-4273.45487341,-1886.65848278,8581.50865156,7036.5033636,religion_pigeon,15665.5500025,5621.60317897,-967.316887531,11842.6495267,3264.4876018
-20183.9509763,-12948.088987,-8334.24308296,17811.9905913,1725.82906985,-2142.7667525,7971.61279373,-8532.93957579,57.4920178748,311.878974109,-803.370534162,3845.19540103,advice_god,-3343.83321044,-3348.32700479,431.695432679,-656.362984379,-1183.39252075
15543.0861016,-17456.6339127,9284.97240179,-10692.6445041,-3736.30436399,641.399736486,14564.8547787,-1195.45610386,1131.78242989,-4381.6609463,2416.81955154,2389.98618393,sudden_clarity_clarence,807.330544977,318.176664524,1539.64542384,15.3753393771,384.984181751
6902.30924594,21989.4788842,2914.22610559,744.338461425,-4944.8252764,-284.836018182,6003.05845747,-7928.03266099,-9920.05916487,4331.06380591,4651.05100668,-3369.14975705,high_expectations_asian_father,-3026.96367115,6515.21784673,-3056.70489145,-437.007545082,-198.376428776
933.920299964,-13977.2952596,1445.00752414,-2694.20428567,-5862.83424974,-886.199697111,-7958.97603817,1510.87209592,1634.67689995,5498.10169519,3812.45445826,3807.10361793,evil_toddler,-3189.1748192,-3777.49016779,-4384.55798555,-486.678746029,-5832.32306755
-2808.91712682,11735.1316415,-277.119503734,-1208.56028955,-3335.30869053,6403.11529114,2504.99127953,893.753418883,-7121.66495127,2804.38270005,2053.1549195,-1015.07471695,philosoraptor,-2138.42483134,-5682.83532146,699.535035731,-392.654629098,7921.25698275
287.919381176,11804.2019012,-5303.61540592,-2752.75996532,-5486.87154629,1539.55904685,-1183.45920894,-1383.37967605,-1020.86082274,-332.108442733,-1309.44444124,5225.66473945,good_guy_greg,5531.23337762,-2758.94638957,6967.53962107,-6236.99120577,-4554.3108442
-132.99822794,11564.1816421,-10234.8479185,4432.94297991,-7705.85713927,-9402.7063372,3698.23255366,4897.69243274,-1137.08743524,-2298.29589085,958.560121131,-880.323068615,paranoid_parrot,703.702503096,-2894.88444099,676.461899919,741.389198923,4116.8550392
18429.5507046,-19850.0252866,9978.88102908,-11880.6328443,-4004.36498054,1065.42113719,13379.8396398,-44.4107574846,2488.70968609,-6541.43168135,4091.4047982,473.603388406,sudden_clarity_clarence,-1331.69422337,-707.523634796,4161.09226737,1649.47639092,-1192.75110297
939.980918753,14469.2551126,-6434.17677893,-648.090520891,-7519.13268372,1914.92408739,-4242.88115266,-2464.43424743,2371.32627972,312.447647726,-2685.04432827,4197.60210774,good_guy_greg,4048.38981639,1641.81539509,9227.29717429,-3031.99767103,-6431.69005071
-4039.85106121,10742.6928234,236.605122621,-2931.08213314,-3846.72360499,284.625030056,-2037.20687742,-1791.41553607,-84.5756850807,-5482.68634044,-7646.52864577,-5854.75443438,confession_bear,-1226.50161619,-7398.31082484,1875.27272361,7558.14639998,-2016.9608681
-17951.2986872,-10248.7878531,-1094.47306831,-896.136555257,1082.5456078,3290.94819952,-2287.86229391,4134.32557104,-3019.37018831,-1095.56928921,814.68239826,-1167.55955323,minor_mistake_marvin,-1688.37777033,-1202.21556186,-5037.34304534,1848.12927766,-1551.59153325
-11325.5389718,2031.69811995,-3595.79713133,-9307.86972379,9587.64136164,-9491.69022752,-8338.80887461,-8557.97334755,4668.98425624,-2579.86870906,9438.4012872,-5800.67548627,sheltered_college_freshman,-4020.85258235,13.1184444277,3328.77005125,-2083.93543624,786.597400552
-14772.1599372,-2344.08291454,-4840.18278148,-4752.59939397,10764.8273944,4332.93737621,4188.99833267,6862.81306158,-2849.45195702,8808.59492715,677.284429721,-4267.4939706,college_liberal,5179.97304034,-90.072580572,2188.44995382,436.496497387,-2017.92397051
-10617.5339478,-5153.34855779,-712.777760896,2589.06725881,-9699.06727507,-4095.05820118,-7569.50665093,-1017.81975682,-3673.61915772,-1513.56042771,8290.69169638,8433.29807524,religion_pigeon,15441.6392687,5085.91487652,-1235.86168882,11347.2748955,2428.33647477
15613.7233884,-13947.4504221,4274.5953756,-4297.99690093,-8166.48709169,-3031.54041838,-8114.66803513,-6822.57170663,6694.21195517,15574.0604332,-7251.5400477,-844.492345773,lazy_college_senior,3670.56802826,-5756.28584346,367.449382424,-1978.2120525,7841.39498878
-1237.23184215,11953.7753228,-8449.4803323,-579.40526507,-6124.22405083,15877.1837834,1930.77422467,566.087576696,15599.0360892,-4773.74885891,5584.53757117,-1085.61830092,business_cat,-491.919212939,2792.96047627,-4159.82412268,196.921763112,75.2622615421
-14722.8523437,-1592.70977227,-5144.38531492,-4100.56328884,10853.5616774,4780.39114044,4391.23324039,7203.85048263,-2255.92623229,9651.60280111,704.458824286,-4879.78305773,college_liberal,4641.92023894,1106.28510914,2565.76066837,1447.46398431,-3257.05148574
-6025.3193572,9217.64572289,-9857.55435686,2389.04535772,-646.134037116,17740.4569393,3045.25235566,2611.56067016,16582.0575782,-4640.46158118,5597.65105783,250.717196864,business_cat,849.948938923,5895.63040395,-6791.52937957,85.4838465213,884.495467889
-2652.34309889,10849.4587743,-129.795725037,-1193.349975,-1693.45508903,5732.92666854,4678.04343199,701.137899703,-5329.77444068,653.741300347,4218.15755617,-602.20510252,philosoraptor,-1906.26671375,-3667.98050329,751.978879349,-1016.83873487,5877.13742253
-9461.23828289,-2984.87946683,-2591.3891759,3270.23288407,-8538.69978444,-4435.82206647,-6894.74735132,-3206.08201206,-3986.72457299,-1737.3286968,7749.84631726,6018.44354344,religion_pigeon,16031.7237978,5845.94122245,123.256457051,10471.7140598,4585.25454203
13908.0028376,-1682.65889555,-12474.669457,6478.60082851,-5096.15991963,-12653.2634972,-833.613224681,17126.8734913,-1394.05553632,-2395.26251642,1175.04006451,-2731.78216054,paranoid_parrot,-3271.12316399,249.02074238,-836.048828383,-35.1914584049,1879.43214829
21891.5003825,-19304.2146648,9460.30281061,-13390.8611354,-7760.70952386,361.016731145,16926.511988,-1221.69057732,3918.65942268,-5596.5321259,1515.59576313,641.462849692,sudden_clarity_clarence,2200.86049553,-1164.62802838,6151.13516237,989.419011903,-1661.78907201
32268.0130883,-3728.61050323,-3214.32778447,4416.3110016,8834.69568006,540.234025223,-1632.61067626,-5322.22706481,-3874.50769247,-5772.54525728,-2071.86373459,-5750.53125088,bad_joke_eel,7339.27563792,-2314.41685961,-3974.38373601,-1707.02746725,-964.851339539
-14796.8258889,-2258.66832963,-5124.68421284,-4343.29069067,10837.4692437,5117.91472608,4193.77596421,6958.15217621,-2631.83617195,7388.79519906,1367.59395746,-5228.33607311,college_liberal,4986.18836741,-533.833547426,3262.85572487,1300.06405148,-1139.35207605
-17834.0454033,-10514.2049705,-608.667612266,2476.40224892,-1942.80842731,2444.8226518,-3833.62482069,1537.59977109,-2286.59609319,-3650.0663278,-1888.45208635,-3277.41913155,minor_mistake_marvin,-487.426423237,91.861880502,-5584.17894776,4854.04118637,-4906.3138763
20471.1249635,-898.244157172,2600.81177196,-1383.75878579,1646.62348589,-3783.51348804,4032.45955479,-2087.04653241,-3788.03595796,3172.57596313,1548.28243459,-379.909389565,bad_joke_eel,4196.87877706,-1593.58992588,-7132.78334222,-7424.64448521,2294.62992633
-14612.0552464,-7453.48588678,316.89553532,-108.801507334,-3036.04966605,-1152.78025662,-1736.11267549,996.703215723,246.652897148,-397.724509913,230.761055743,-544.351987917,overly_attached_girlfriend,636.47746584,407.526637977,4452.61554346,1352.45551649,3264.52801383
-7734.61949829,4336.4825201,26197.7713156,8957.64098874,2639.99699307,-3055.93907339,776.672124079,6072.73670927,2750.46951036,1355.20246355,415.707436303,1500.64645316,socially_awkward_penguin,-485.62562605,-2280.94022888,-1599.66948512,1354.62875535,1302.3519834
-2208.91462227,-16240.9761863,10007.6732646,-3847.49579181,-8401.37019449,-1473.0373842,8294.83406136,805.096415562,-3202.31196185,-2021.65130623,4163.88172167,-39.4306826132,overly_attached_girlfriend,2471.47145538,5412.10635304,-6147.20951363,-1419.52593759,3725.32401398
26004.6062765,6093.88957307,-4250.52227192,7017.0165182,2942.23214058,-47.8761028609,-1314.44196832,1548.39417418,3480.33697543,4057.08194803,6503.13733785,6466.75070659,unpopular_opinion_puffin,-240.904555674,6028.15278124,2181.80162798,-4298.47913445,500.107438847
6363.27551039,20024.5562687,4391.39951701,-1484.17505232,-7667.16349508,877.053757203,6130.92738594,-7355.38712178,-9397.97374219,3460.03383944,3703.62780263,291.461235546,high_expectations_asian_father,-2616.21959081,4136.80321636,-2367.26207646,-1038.81558424,2576.0818622
-2620.3584179,15214.3856991,2741.3991575,-8451.71662815,12769.5197864,-8883.1715241,5391.23634024,506.821845583,5798.7914812,-660.394197368,-5006.96878771,8912.10014282,bad_luck_brian,825.288236654,2800.73946086,-5254.71157953,358.766370116,-837.956486454
-15229.332898,-2431.00573717,-4349.54086396,-3625.23153646,9730.67628241,4998.23819943,3410.24504704,7607.25449445,-3155.34586714,7726.84987339,1109.15756123,-4205.57376344,college_liberal,3671.29849004,-406.67114307,2014.74958799,1221.17546131,-2411.61712879
1356.55630166,10760.9736509,-9253.72766772,4075.93513646,-7760.04500276,-9977.03256111,2329.11668112,4703.05969825,-1768.0360965,-2940.37704327,178.252717772,-1910.87206991,paranoid_parrot,1132.84344066,-1633.55392456,888.07648221,890.141924528,3334.18127955
-19445.8245205,-11916.9837973,-8069.54772737,16429.8490501,1796.54716625,-2664.71846113,8248.55108841,-8691.83660426,755.357990407,1605.22510997,-1190.22491581,3459.59598635,advice_god,-1942.75209764,-3682.70721097,407.69895171,-815.854032531,-101.345938118
-4184.25540618,7550.67239895,29704.9737678,13734.9122465,665.416763653,-1050.15499435,-1645.76633816,5455.00807848,2157.7336482,499.298468087,1981.3125286,-961.168096967,socially_awkward_penguin,2125.38518798,-1062.14204674,2435.21882399,-1270.34414685,-458.658230784
-14994.3903129,-1912.83511694,-4908.48720774,-4649.69418118,10633.61738,4564.76745971,5386.30830314,6918.71960159,-2197.93944852,8817.60742896,2044.5977444,-5085.66100446,college_liberal,4870.32924908,-183.752989792,3011.13689604,1119.43683421,-2080.9011442
-4952.49418072,8148.36662188,28871.8530822,13676.0091202,1595.17653898,-852.427194449,-1745.14189974,5545.4071972,3175.10174679,-741.368588629,1483.76678961,-1243.04253094,socially_awkward_penguin,1356.9470149,-248.725205193,1501.47797636,-2000.94368294,-871.992041151
-9446.04973795,-2929.04979517,-965.430545285,3570.52513154,-9032.59017467,-5222.13019136,-7112.21930204,-1822.20437215,-3881.28715522,-365.119347839,8248.78698919,7443.07703149,religion_pigeon,17191.2138085,5172.59643139,-973.047507312,11755.259992,3329.92591975
28288.3960032,-8242.88935848,2158.17799074,-2996.02327253,-2462.73914807,1524.78984571,-1770.27473837,-3406.46913429,2962.95602304,11654.0711752,29.1400736844,2655.81335527,unpopular_opinion_puffin,-1723.14782471,-1191.23664088,-1679.59429863,-1677.80317263,442.178806291
13858.3368702,1164.11273847,-13312.927512,5064.41895688,-5538.91851454,-14188.8971852,5347.34959053,15648.1855631,-393.564986861,-2966.41632865,-1099.92649855,-653.645998495,paranoid_parrot,-2511.72334823,813.018885771,-2238.59986248,-2246.98072934,-727.536018051
-10398.9600779,-6776.43863367,197.933000134,-5661.22302605,-2357.19456244,545.373944225,-15.2749342037,3322.51349923,-1410.51033906,5821.76062296,-736.843307863,2671.06280304,overly_attached_girlfriend,-254.854265921,2205.43620331,4860.29963485,-208.869596908,5420.33992825
-10564.9096723,5645.99142431,-7875.73930933,1020.00184135,7341.95852193,7388.73974204,-2765.26112232,-47.4925947564,10359.8964929,1325.24718577,-3500.74189095,-5865.56913816,business_cat,-596.828148639,4906.24333415,1027.65099275,2821.72082987,1620.94339018
295.955349243,12598.5891463,6826.849164,-995.170495379,2508.14801723,4493.60291532,3021.03195854,-940.803800054,2522.27302179,-1154.86536978,-1573.81069096,-5978.53946272,religion_pigeon,-14698.8652042,-4306.88225532,-443.329394773,-11678.7142802,-5342.64082629
5529.9173861,16527.8769156,4289.77041021,-1580.03294766,-5326.33550574,3814.13892229,5532.39365089,-3874.39253662,-11669.8836301,2948.25640832,3477.46749455,1690.75943726,high_expectations_asian_father,-2852.01380107,5437.51503791,-3494.77999246,-4168.11338106,-1791.04579164
-19935.1120589,-12694.803266,-7790.42794712,17336.4886381,1518.12135619,-2263.84866634,7881.41161087,-8985.22649993,1314.81878023,384.578503578,-834.154060125,3338.88320081,advice_god,-3262.16586316,-2114.0979669,1476.90300921,60.3208394606,-223.371699588
10762.7517515,-530.646298721,-1017.16650587,4758.95215268,-6450.37246782,-945.43719055,-3721.20392109,-3442.50449377,4620.90611312,1439.63971,-1935.46389812,-2339.41920229,lazy_college_senior,8131.64733495,-656.664843528,6683.61574099,-7000.03788882,4004.67945751
1192.80151679,14011.338464,-6521.52677425,-1676.46532095,-5419.16124534,1128.33134882,-1927.86152445,-2284.8557351,-89.1667110545,861.42290844,-3721.0360047,6128.98126658,good_guy_greg,6426.12161321,-999.857333247,6428.31766568,-7498.17981791,-6402.37916066
-17945.2924121,-11109.2698135,-942.844922373,2379.61503133,-2476.05198454,2412.93858918,-3810.24862577,1290.65952024,-1133.82734428,-4468.94685349,-1366.19392802,-4392.01128311,minor_mistake_marvin,60.6299812593,-1604.32775266,-3709.35636718,4752.92878137,-4307.52011719
3537.366884,-11131.7675083,653.674105066,-3268.65576278,-4216.25341008,230.389133931,-7103.8306501,1633.64431349,2576.02934935,6217.39353432,4639.96943816,4706.0901127,evil_toddler,-2177.61529534,-6220.55230308,-4053.36149323,-1452.14034283,-5640.16087476
1531.84400135,8409.33953265,-8857.58405752,3973.05840427,-8735.21669647,-9965.9397343,3110.65128128,6026.48463777,-2840.61039494,-2467.45322549,1178.81594232,-604.673636201,paranoid_parrot,888.852367309,-3474.57167625,-121.381128278,-1440.71317802,2864.50417437
-11350.3679093,1158.51248275,-2380.70729037,-8072.38079369,8845.90856914,-9474.98503448,-7552.45540762,-7985.74725204,5471.17546819,-3986.58357638,8537.12702898,-4509.81669092,sheltered_college_freshman,-4276.24928166,-133.815096623,3201.31014377,-1972.63813026,1001.24327667
31367.6941309,-4758.65072421,-3588.53790957,6399.03805842,10392.4904391,7147.62818415,-4785.2922973,2626.41766605,-7443.97261449,-1214.30371084,3577.91926772,8835.87624832,unpopular_opinion_puffin,-4848.83850643,-1973.74488181,391.090397425,3341.57001449,3181.48663803
34001.7327879,-4913.0552547,-2888.21085976,4734.3783758,9601.10573868,566.770061048,-611.844781629,-4275.42587805,-3111.26791652,-5004.9115424,-3072.13338508,-4640.35712893,bad_joke_eel,7663.35835407,-440.612222008,-3468.60691343,-2663.3329786,1733.44174093
-3974.4233856,11215.538968,729.186209784,-3648.43889538,-2268.88447638,562.783880802,-267.834362057,-1292.90270309,-1588.73115094,-4303.21338579,-7411.8326672,-5571.56909838,confession_bear,33.1346253361,-9175.79739114,404.618930943,5727.85390695,-982.066225352
-49.3885076113,12794.7955157,-6524.73301442,772.055962116,-6486.89336823,1494.3794131,-7516.42842421,-2125.28857511,762.979589456,-936.215814652,-3109.5059891,2334.37140967,good_guy_greg,3506.71627765,1203.35168717,8259.9286042,-2872.63718139,-6973.56736579
33742.8194012,-4101.31018227,-2714.31411464,4671.40524515,9351.12504802,626.639491917,-1298.56368431,-6009.02516691,-2447.04366814,-4666.36999347,-410.986083132,-8364.39155137,bad_joke_eel,7628.62198075,-1411.44824993,-4385.96646297,-1473.96337206,1351.96266008
-18695.1094595,-13829.7628668,3134.0981761,-4981.4227751,-1897.94176812,2377.53425096,-3185.09470832,1959.25202798,-6044.42406559,-7802.34716196,-7874.48047175,1101.5487155,first_day_on_the_internet_kid,-1702.27098483,6829.82292413,-1540.51459554,-5266.20150423,1517.57032516
21759.2394732,-17137.9722287,9055.95038567,-7723.89181071,-4500.72110699,-1034.3062805,10749.1249879,-478.086173208,1.0061465324,989.721613028,1986.22137425,4224.01815652,sudden_clarity_clarence,514.435525251,900.510302069,-5974.0528766,-3613.02633613,-3676.44590998
16718.0181527,3866.24072402,-7157.98805827,2289.12564037,-4246.21583967,-1688.26450213,-8271.08907576,2386.84478511,2836.53504818,1328.85644329,-2657.87121089,-1005.01403092,good_guy_greg,-850.203952528,3991.72849113,3473.08969288,-2032.00777715,-7231.16462901
-3358.01722178,12935.5959994,-550.805353773,-2138.52638299,-4059.30009701,1035.86512554,-4234.67378747,-2219.7957657,2595.01748279,-3379.08332631,-10048.2040205,-6199.28232557,confession_bear,-2635.31967665,-3024.86046491,2339.33029921,9459.34635556,-4843.70022315
-4942.11811739,7777.14713959,29239.0201761,14094.1795794,1847.84948282,-1519.66090259,-2930.67920666,4933.81901204,3574.8515836,-1596.39222284,3294.34988589,-1947.38308021,socially_awkward_penguin,390.649445131,735.057910746,3409.96692532,411.226658104,-1651.68547574
5677.30766481,19659.0234218,3461.95333113,395.36556651,-6151.56954212,1114.50626517,6043.83223445,-6208.17612597,-8536.7045133,3008.73951913,6686.72837305,-2608.0534064,high_expectations_asian_father,-4471.72330346,8161.80337218,-2786.56883268,-793.235741423,-3522.81178474
-17751.2081662,-9703.34235578,-1115.11480741,-786.595434424,352.378395316,2800.72596205,-2988.05071946,3120.60724241,-1759.88933166,-67.0137131173,893.133097911,-2101.87234757,minor_mistake_marvin,-2747.60182929,406.110371729,-4773.75974093,3576.35644951,-1525.81273718
-12276.1132303,-5854.2784203,-4897.3898517,2938.0182317,-1355.40832383,1771.959376,57.1509607258,1944.58309631,670.082409206,3071.53475602,-2071.54243152,-541.980361406,overly_attached_girlfriend,1013.54785353,3650.39095062,2816.62635606,1295.52104563,5935.23388214
-14683.4943035,-1750.53013243,-5104.87524578,-4681.79133089,10672.141511,4798.19628044,4460.04370536,6960.76564824,-1666.79111355,9170.72586535,775.662149924,-4300.87612372,college_liberal,4987.43574293,1053.46540337,2753.79075686,1055.73358339,-2436.07111601
-10172.9111945,-4174.97897601,-1927.04419596,2688.3707913,-8481.25785198,-4312.84715638,-7102.70283128,-2080.31083153,-5540.97042803,-1453.99891906,8145.31409852,6903.71162527,religion_pigeon,15426.7724464,3560.48061959,-1581.21482854,9928.5163697,4368.98504459
-20334.7197042,-15070.0379451,2352.75161246,-1945.76303933,668.288603482,2647.06932901,-5129.06645557,1435.77809518,-3376.33325604,-3731.32226423,-1778.18598024,-2344.41973231,first_day_on_the_internet_kid,-1969.43661123,4637.24934505,2048.46271658,-2670.00771955,4551.59907635
710.427131492,13868.4882028,-6792.053425,-1385.53041524,-4883.60654043,684.802430578,-4784.64611594,-2306.88400281,1100.58783136,1572.89675438,-4810.97372276,4589.69598655,good_guy_greg,4837.28156875,1623.44787707,5728.71914547,-5280.77477538,-5975.04079924
-1818.0725666,13282.3241757,-829.853879676,-825.395793123,-3055.15643193,5593.28736715,2856.72792334,74.9487106752,-5757.56548876,3943.81165863,1266.94378724,-718.817851748,philosoraptor,-1718.48718069,-3297.83955517,143.37545638,-1530.79737284,5641.44782785
16578.6015823,-12622.98705,4469.84747317,-4704.55955297,-8547.62467253,-2790.04404391,-7490.97221009,-6853.72701579,5736.39048094,16445.1271559,-7047.32495957,-594.553616675,lazy_college_senior,2927.16518968,-5399.82899803,-313.554988634,-2107.11315405,7615.86108168
-9611.56553135,-8486.58784091,2524.3381995,-8675.71994991,-2289.04848572,1635.77784416,2202.75407351,3150.04661859,-3199.02310207,-946.505227251,1784.81809098,9097.49197793,minor_mistake_marvin,-414.22060018,-1453.38184836,-1730.30113925,-2676.90063759,-3369.29977978
-19603.1403923,-11722.3896616,-8966.63674521,18147.1477846,1794.97499283,-3155.58403258,8697.8226988,-10429.2300207,2056.59127897,2312.83428047,-2553.85458778,2993.64717223,advice_god,-2780.84351549,-1689.11142996,1085.7969506,-596.301894006,-408.966339411
35102.6699401,-8277.63668428,7578.83693275,-8156.25335642,-998.848305286,-5139.95762348,-361.007414087,-6521.86865157,-2385.59599675,9833.07055676,-2696.82010712,-2113.01880746,sudden_clarity_clarence,-2640.62831734,4351.86368237,-5849.69626353,-2993.3127729,-3322.95630514
-17525.8562119,-9687.55692651,-1239.50121798,2019.00415321,-1216.77417758,1736.52930102,-2662.97647267,1234.77134621,-774.314879734,-2995.38139522,-1830.08317012,-3993.56279264,minor_mistake_marvin,407.307837027,132.656900548,-4522.82150308,4892.14049309,-4910.26586208
-2721.63134759,10168.7462927,-7736.46396933,-1414.42466303,-5343.96017374,16807.0538351,4065.6435977,1408.70039222,14715.4777991,-4676.55003814,2019.84322215,1875.93819936,business_cat,2718.58167557,403.293720349,-6315.83961325,-3391.79193938,3266.73122926
-2538.75860186,10337.2879432,148.484420302,-2599.38094385,-3685.75249288,6387.82447502,4297.14813949,1595.44786369,-6767.60241823,-425.347877684,2232.7846276,1170.422287,philosoraptor,-940.166700183,-5526.55526304,1066.57131905,-2109.58449514,6872.15737042
-792.46660048,10288.9556568,-6817.05692368,5331.82075941,-5261.42371455,15060.5425948,-346.057577574,464.479526159,12152.6699141,-6159.72187694,7400.36294566,227.303841093,business_cat,2360.97847883,3088.55787194,-2972.10047267,-3638.40374056,1351.35915754
-2450.4412716,11264.7314186,284.190668411,-1593.99438117,-3542.59068742,5309.87128877,3792.17258484,487.78451337,-5484.96781346,2765.89124726,3574.5835635,-1473.29003865,philosoraptor,-2721.63794978,-4299.52544212,-322.528743438,-641.109653987,4496.96022009
-18168.8624539,-12423.0424558,2716.89642882,-4277.88566898,-871.927602554,1963.43870584,-2395.29895464,1363.29429679,-5793.27759821,-6017.99840455,-7959.90063204,843.722947294,first_day_on_the_internet_kid,-1285.43058439,7535.21829406,-1745.39055006,-4852.70553414,812.383928394
29916.6457666,-5786.35225187,-4272.86374839,3563.46090201,8781.12354711,5140.94104836,-4745.43783883,4034.54346459,-3547.39560428,999.69435843,-633.175891619,6583.09161008,unpopular_opinion_puffin,-4619.94898555,-2686.82172879,3838.64427503,952.69132627,5015.45321535
-2078.48247361,12742.0354923,-576.258240801,-967.921928939,-3639.26454996,5760.33953305,3086.95796011,144.708552857,-5843.96832791,3099.50581283,1938.22080778,-945.186945899,philosoraptor,-2169.50233744,-4012.97209893,862.284965972,-846.591462973,5582.35273975
10.8591957338,13532.4919219,-6163.24154387,-1435.17074989,-4936.45311519,1936.63012814,-2482.25928176,-1114.91341063,-1742.28639162,-2212.64140857,-2860.13584805,6375.55945661,good_guy_greg,5666.09244726,-1108.83812406,6007.33151339,-5903.49892764,-5221.09785072
-11366.104114,1241.04184721,-2596.71690946,-8474.26018903,9200.02165634,-9562.55184052,-7768.06015357,-7978.95681005,5264.90952335,-3776.3239867,9320.17445259,-4887.10534418,sheltered_college_freshman,-3940.97674669,-217.13755884,3281.99466676,-2004.34169232,748.123475765
3293.70316237,-9956.93726918,-2077.99753072,2158.48188075,-3153.38477587,-902.140120706,-12046.8343268,762.759148615,2251.62808893,4364.74260386,1343.59427745,-1661.23149575,evil_toddler,-3369.61088464,1705.86380278,-1751.52778053,1031.97776262,-4592.44069291
701.919494755,12212.3393285,-10439.8440496,4641.17535461,-7572.76153064,-10717.3204985,3494.88021236,4516.01975096,326.310383553,-2926.79388725,1792.00227196,-3223.00421124,paranoid_parrot,686.872124464,-574.183167278,399.571048549,1713.87745585,2246.79950979
-14700.4093219,-1158.63688479,-5239.02762826,-3905.50264494,11047.9006543,4610.34987572,4470.30501154,6868.30163815,-1300.66065647,10557.9610016,451.290940509,-4996.31937684,college_liberal,4240.27486052,1945.35358067,2494.92541933,1351.77488831,-3582.89421541
-7573.158113,3638.07332074,19906.6795413,18508.5183848,371.491487477,-948.866644936,-4619.66422469,286.288843111,2674.4901357,-1303.1533883,2673.93337691,-3786.49482479,socially_awkward_penguin,4072.60073352,2868.84432783,1593.76834723,1273.58145257,196.737107158
23676.9636143,4970.23570019,-5307.4764405,6688.3069871,3237.32202739,541.778772676,-2908.38897021,2996.02454102,2096.30908727,3356.30571445,1771.25511805,2227.22110283,unpopular_opinion_puffin,-366.144616542,4896.40095223,3903.40843153,-5834.44331297,2427.49503762
-2154.90029033,12361.5939627,-310.985173757,-1757.64898401,-3279.20688299,6124.47379174,4159.37003127,590.488323305,-6457.53274301,2294.62119183,1883.22534478,463.697714125,philosoraptor,-1282.6290525,-4959.98069086,688.640808774,-1702.99914049,7214.48981665
-14678.3242108,-1662.61421004,-5246.99241987,-4953.4707884,11025.7047601,4492.2291493,6160.47183759,7146.13889357,-1846.00411721,9216.75993015,1524.7624787,-4074.04445759,college_liberal,5480.84585232,994.837689865,2736.21656975,925.076929619,-2857.38722137
22362.4346437,-19591.9571562,9791.60746949,-13881.9720168,-7034.3650915,-852.290354136,15450.8494229,-1740.43812539,4041.06119177,-5755.96214666,1748.92241735,-25.3705914411,sudden_clarity_clarence,1543.77040357,-1417.56023498,7586.72003381,1026.34803741,384.527247342
-14967.2989636,-1858.75875133,-5030.90672318,-4221.29515696,10416.0863359,4895.66593991,4527.56127004,6921.84416451,-1763.09106643,9933.85814489,1631.06153378,-5467.77655403,college_liberal,4234.2495257,601.326532175,2781.82051487,1908.36530379,-2760.43451472
-18870.97767,-10992.3316221,-8139.59256038,17447.060869,1698.50542979,-2284.46332451,7318.59500216,-9639.25140958,1584.77050816,406.801083543,-1873.56118318,2989.30822372,advice_god,-1339.58565602,-2093.3979561,138.628007112,28.6733523557,-1255.74112563
-4547.31096864,8384.09138797,27739.8302682,13134.7313096,1916.10470985,-798.540590428,-1683.06317652,4775.9291444,2379.15837208,-2367.35154758,1491.11281311,-2312.34199197,socially_awkward_penguin,1429.52363747,-1115.40034207,2286.63459966,-1140.01988925,1134.62684704
-11251.5628695,2154.13182353,-3446.3423854,-9172.69216022,9289.84838892,-9362.21307789,-8137.52487291,-8293.98570571,4598.32841844,-2317.60082235,8975.78059669,-5458.16050544,sheltered_college_freshman,-3816.59396838,30.2771736323,3290.6816228,-2067.1979529,1070.04865251
32537.294359,-3392.87820066,-2807.33330593,5377.52313824,8551.76696476,1901.48254698,-3345.13015646,-4964.84862879,-1583.27988308,208.014637738,-1619.83539486,-6558.80283985,bad_joke_eel,4503.14670881,-143.267816687,-5541.14663519,-464.155417565,-88.4985227085
-1499.70681258,14202.7639066,4915.12002924,-9434.23933954,9553.56562035,-9035.41747928,5784.72486811,199.872968499,4239.94437444,-831.071451304,-4381.3248149,9272.44400587,bad_luck_brian,1586.69272307,133.259075687,-5108.40876886,284.017412283,1039.15163313
-18635.2716286,-11287.236861,-7125.78435652,16438.3285943,966.860532991,-1902.24927593,8483.44359309,-7763.6743701,1604.51057425,-109.408044012,22.6738283765,4344.41869653,advice_god,-1478.39842275,-691.305140702,256.458801034,164.72033444,-2669.85788997
